game_id,seed,game_index_within_seed,strategy,winner,village_win,wolf_win,seer_seat,seer_side,seer_seat_type,wolf_seats,wolves_on_edge,wolves_on_inner,wolves_left_side,wolves_right_side,first_check_target,first_check_target_role,first_check_target_is_wolf,first_check_target_seat_type,first_check_target_side,all_seer_check_targets_in_order,all_seer_check_roles_in_order,total_seer_checks,seer_found_any_wolf,seer_found_wolf_count,first_check_wolf,seer_survived_to_game_end,seer_death_round,total_rounds,final_alive_players,final_alive_wolves,final_alive_villagers
default_seed_43_game_398,43,398,default,wolf,0,1,8,right,inner,"[6,7,9]",1,2,0,3,2,villager,0,inner,left,"[2,4,1,2]","[""villager"",""hunter"",""villager"",""villager""]",4,0,0,0,0,4,4,2,1,1
default_seed_43_game_399,43,399,default,wolf,0,1,10,right,edge,"[5,7,9]",1,2,1,2,4,villager,0,inner,left,"[4,5,7]","[""villager"",""werewolf"",""werewolf""]",3,1,2,0,0,3,3,4,2,2
default_seed_43_game_400,43,400,default,village,1,0,8,right,inner,"[1,3,9]",1,2,2,1,3,werewolf,1,inner,left,"[3,1]","[""werewolf"",""werewolf""]",2,1,2,1,1,,2,6,0,6
default_seed_43_game_401,43,401,default,wolf,0,1,2,left,inner,"[6,8,9]",1,2,0,3,5,villager,0,edge,left,"[5,9,1]","[""villager"",""werewolf"",""hunter""]",3,1,1,0,0,3,5,2,1,1
default_seed_43_game_402,43,402,default,wolf,0,1,10,right,edge,"[2,6,9]",1,2,1,2,4,villager,0,inner,left,[4],"[""villager""]",1,0,0,0,0,1,4,4,2,2
default_seed_43_game_403,43,403,default,wolf,0,1,8,right,inner,"[3,6,7]",1,2,1,2,6,werewolf,1,edge,right,"[6,5,2]","[""werewolf"",""villager"",""hunter""]",3,1,1,1,0,3,4,4,2,2
default_seed_43_game_404,43,404,default,village,1,0,2,left,inner,"[1,7,9]",1,2,1,2,5,villager,0,edge,left,"[5,4,10,1]","[""villager"",""villager"",""hunter"",""werewolf""]",4,1,1,0,1,,4,2,0,2
default_seed_43_game_405,43,405,default,wolf,0,1,3,left,inner,"[2,4,6]",1,2,2,1,9,villager,0,inner,right,[9],"[""villager""]",1,0,0,0,0,1,3,6,3,3
default_seed_43_game_406,43,406,default,wolf,0,1,10,right,edge,"[3,6,7]",1,2,1,2,2,villager,0,inner,left,"[2,3,7,1]","[""villager"",""werewolf"",""werewolf"",""villager""]",4,1,2,0,0,4,5,2,1,1
default_seed_43_game_407,43,407,default,village,1,0,9,right,inner,"[1,4,7]",1,2,2,1,7,werewolf,1,inner,right,"[7,6,6]","[""werewolf"",""villager"",""villager""]",3,1,1,1,1,,3,4,0,4
default_seed_43_game_408,43,408,default,village,1,0,4,left,inner,"[1,2,9]",1,2,2,1,10,witch,0,edge,right,"[10,1,6,8]","[""witch"",""werewolf"",""villager"",""villager""]",4,1,1,0,0,4,4,3,0,3
default_seed_43_game_409,43,409,default,village,1,0,9,right,inner,"[3,7,8]",0,3,1,2,4,villager,0,inner,left,"[4,1,6,6]","[""villager"",""hunter"",""villager"",""villager""]",4,0,0,0,1,,4,3,0,3
default_seed_43_game_410,43,410,default,wolf,0,1,6,right,edge,"[2,5,8]",1,2,2,1,8,werewolf,1,inner,right,"[8,1]","[""werewolf"",""witch""]",2,1,1,1,0,2,4,2,1,1
default_seed_43_game_411,43,411,default,village,1,0,3,left,inner,"[5,6,8]",2,1,1,2,9,villager,0,inner,right,"[9,10,8]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,3,0,3
default_seed_43_game_412,43,412,default,wolf,0,1,2,left,inner,"[4,8,10]",1,2,1,2,9,villager,0,inner,right,"[9,5,5]","[""villager"",""villager"",""villager""]",3,0,0,0,0,3,3,4,2,2
default_seed_43_game_413,43,413,default,wolf,0,1,3,left,inner,"[2,8,9]",0,3,1,2,4,hunter,0,inner,left,[4],"[""hunter""]",1,0,0,0,0,1,4,2,1,1
default_seed_43_game_414,43,414,default,wolf,0,1,4,left,inner,"[1,2,3]",1,2,3,0,8,villager,0,inner,right,"[8,6,6,6]","[""villager"",""villager"",""villager"",""villager""]",4,0,0,0,0,4,5,2,1,1
default_seed_43_game_415,43,415,default,village,1,0,2,left,inner,"[4,6,10]",2,1,1,2,6,werewolf,1,edge,right,"[6,5,4,10]","[""werewolf"",""villager"",""werewolf"",""werewolf""]",4,1,3,1,1,,4,2,0,2
default_seed_43_game_416,43,416,default,wolf,0,1,6,right,edge,"[2,8,9]",0,3,1,2,3,hunter,0,inner,left,[3],"[""hunter""]",1,0,0,0,0,1,3,4,2,2
default_seed_43_game_417,43,417,default,wolf,0,1,1,left,edge,"[2,3,4]",0,3,3,0,4,werewolf,1,inner,left,"[4,6,6]","[""werewolf"",""hunter"",""hunter""]",3,1,1,1,1,,3,4,2,2
default_seed_43_game_418,43,418,default,village,1,0,5,left,edge,"[1,8,9]",1,2,1,2,9,werewolf,1,inner,right,"[9,7,1]","[""werewolf"",""villager"",""werewolf""]",3,1,2,1,1,,3,2,0,2
default_seed_43_game_419,43,419,default,village,1,0,6,right,edge,"[1,3,7]",1,2,2,1,5,villager,0,edge,left,"[5,9,5]","[""villager"",""witch"",""villager""]",3,0,0,0,0,3,3,3,0,3
default_seed_43_game_420,43,420,default,village,1,0,1,left,edge,"[4,7,9]",0,3,1,2,4,werewolf,1,inner,left,"[4,8,9]","[""werewolf"",""villager"",""werewolf""]",3,1,2,1,1,,3,4,0,4
default_seed_43_game_421,43,421,default,village,1,0,8,right,inner,"[1,3,10]",2,1,2,1,10,werewolf,1,edge,right,"[10,4]","[""werewolf"",""hunter""]",2,1,1,1,1,,2,6,0,6
default_seed_43_game_422,43,422,default,wolf,0,1,3,left,inner,"[7,8,9]",0,3,0,3,2,hunter,0,inner,left,[2],"[""hunter""]",1,0,0,0,0,1,4,2,1,1
default_seed_43_game_423,43,423,default,village,1,0,8,right,inner,"[1,6,10]",3,0,1,2,1,werewolf,1,edge,left,"[1,7]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,0,2
default_seed_43_game_424,43,424,default,wolf,0,1,2,left,inner,"[1,8,10]",2,1,1,2,9,witch,0,inner,right,"[9,1,7,8]","[""witch"",""werewolf"",""villager"",""werewolf""]",4,1,2,0,1,,4,4,2,2
default_seed_43_game_425,43,425,default,village,1,0,6,right,edge,"[3,7,8]",0,3,1,2,9,villager,0,inner,right,"[9,1,8,10]","[""villager"",""witch"",""werewolf"",""villager""]",4,1,1,0,1,,4,3,0,3
default_seed_43_game_426,43,426,default,village,1,0,6,right,edge,"[2,8,10]",1,2,1,2,1,villager,0,edge,left,"[1,7,4,8]","[""villager"",""hunter"",""villager"",""werewolf""]",4,1,1,0,1,,4,2,0,2
default_seed_43_game_427,43,427,default,wolf,0,1,10,right,edge,"[2,4,7]",0,3,2,1,7,werewolf,1,inner,right,"[7,6,6]","[""werewolf"",""villager"",""villager""]",3,1,1,1,1,,3,4,2,2
default_seed_43_game_428,43,428,default,village,1,0,4,left,inner,"[1,5,7]",2,1,2,1,6,villager,0,edge,right,"[6,7,5,8]","[""villager"",""werewolf"",""werewolf"",""hunter""]",4,1,2,0,1,,4,2,0,2
default_seed_43_game_429,43,429,default,wolf,0,1,7,right,inner,"[5,8,10]",2,1,1,2,6,hunter,0,edge,right,"[6,8,4,6]","[""hunter"",""werewolf"",""villager"",""hunter""]",4,1,1,0,0,4,4,4,2,2
default_seed_43_game_430,43,430,default,village,1,0,7,right,inner,"[5,8,9]",1,2,1,2,5,werewolf,1,edge,left,"[5,9]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,3,4,0,4
default_seed_43_game_431,43,431,default,wolf,0,1,8,right,inner,"[4,6,10]",2,1,1,2,6,werewolf,1,edge,right,"[6,3]","[""werewolf"",""villager""]",2,1,1,1,0,2,3,4,2,2
default_seed_43_game_432,43,432,default,wolf,0,1,6,right,edge,"[3,8,10]",1,2,1,2,8,werewolf,1,inner,right,"[8,1]","[""werewolf"",""hunter""]",2,1,1,1,0,2,5,2,1,1
default_seed_43_game_433,43,433,default,wolf,0,1,5,left,edge,"[2,7,8]",0,3,1,2,9,witch,0,inner,right,"[9,7]","[""witch"",""werewolf""]",2,1,1,0,0,2,4,2,1,1
default_seed_43_game_434,43,434,default,wolf,0,1,10,right,edge,"[3,4,5]",1,2,3,0,2,villager,0,inner,left,"[2,4]","[""villager"",""werewolf""]",2,1,1,0,0,2,4,2,1,1
default_seed_43_game_435,43,435,default,wolf,0,1,8,right,inner,"[4,9,10]",1,2,1,2,10,werewolf,1,edge,right,"[10,6,1,7]","[""werewolf"",""villager"",""villager"",""hunter""]",4,1,1,1,0,4,4,2,1,1
default_seed_43_game_436,43,436,default,wolf,0,1,10,right,edge,"[3,7,9]",0,3,1,2,5,villager,0,edge,left,"[5,6]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,2,2
default_seed_43_game_437,43,437,default,wolf,0,1,8,right,inner,"[1,5,10]",3,0,2,1,9,hunter,0,inner,right,"[9,5]","[""hunter"",""werewolf""]",2,1,1,0,0,2,4,2,1,1
default_seed_43_game_438,43,438,default,village,1,0,2,left,inner,"[3,5,9]",1,2,2,1,4,villager,0,inner,left,"[4,9]","[""villager"",""werewolf""]",2,1,1,0,0,2,3,4,0,4
default_seed_43_game_439,43,439,default,wolf,0,1,2,left,inner,"[4,9,10]",1,2,1,2,8,witch,0,inner,right,[8],"[""witch""]",1,0,0,0,0,1,3,6,3,3
default_seed_43_game_440,43,440,default,wolf,0,1,3,left,inner,"[2,4,5]",1,2,3,0,4,werewolf,1,inner,left,"[4,9]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,1,1
default_seed_43_game_441,43,441,default,wolf,0,1,1,left,edge,"[4,6,10]",2,1,1,2,7,witch,0,inner,right,"[7,8]","[""witch"",""villager""]",2,0,0,0,0,2,2,6,3,3
default_seed_43_game_442,43,442,default,village,1,0,6,right,edge,"[3,5,7]",1,2,2,1,4,villager,0,inner,left,"[4,10,1]","[""villager"",""villager"",""witch""]",3,0,0,0,0,3,3,5,0,5
default_seed_43_game_443,43,443,default,wolf,0,1,1,left,edge,"[2,3,6]",1,2,2,1,10,witch,0,edge,right,"[10,7]","[""witch"",""villager""]",2,0,0,0,0,2,4,2,1,1
default_seed_43_game_444,43,444,default,wolf,0,1,7,right,inner,"[1,2,10]",2,1,2,1,4,villager,0,inner,left,"[4,9,4]","[""villager"",""villager"",""villager""]",3,0,0,0,1,,3,4,2,2
default_seed_43_game_445,43,445,default,wolf,0,1,7,right,inner,"[6,8,10]",2,1,0,3,1,villager,0,edge,left,"[1,4]","[""villager"",""villager""]",2,0,0,0,0,2,4,4,2,2
default_seed_43_game_446,43,446,default,village,1,0,2,left,inner,"[1,8,10]",2,1,1,2,1,werewolf,1,edge,left,"[1,10,8]","[""werewolf"",""werewolf"",""werewolf""]",3,1,3,1,0,3,4,2,0,2
default_seed_43_game_447,43,447,default,wolf,0,1,6,right,edge,"[5,7,8]",1,2,1,2,1,villager,0,edge,left,[1],"[""villager""]",1,0,0,0,0,1,2,6,3,3
default_seed_43_game_448,43,448,default,village,1,0,1,left,edge,"[2,3,6]",1,2,2,1,2,werewolf,1,inner,left,"[2,4,9,9]","[""werewolf"",""hunter"",""villager"",""villager""]",4,1,1,1,1,,4,3,0,3
default_seed_43_game_449,43,449,default,village,1,0,6,right,edge,"[1,4,5]",2,1,3,0,2,villager,0,inner,left,"[2,2]","[""villager"",""villager""]",2,0,0,0,0,2,4,2,0,2
default_seed_43_game_450,43,450,default,wolf,0,1,6,right,edge,"[1,2,8]",1,2,2,1,8,werewolf,1,inner,right,"[8,4]","[""werewolf"",""witch""]",2,1,1,1,0,2,3,4,2,2
default_seed_43_game_451,43,451,default,wolf,0,1,4,left,inner,"[5,7,8]",1,2,1,2,6,villager,0,edge,right,"[6,9,9,8]","[""villager"",""villager"",""villager"",""werewolf""]",4,1,1,0,0,4,4,2,1,1
default_seed_43_game_452,43,452,default,wolf,0,1,7,right,inner,"[4,8,10]",1,2,1,2,9,hunter,0,inner,right,"[9,5,9]","[""hunter"",""villager"",""hunter""]",3,0,0,0,1,,3,6,3,3
default_seed_43_game_453,43,453,default,wolf,0,1,9,right,inner,"[1,4,5]",2,1,3,0,2,witch,0,inner,left,"[2,8,8]","[""witch"",""villager"",""villager""]",3,0,0,0,1,,3,4,2,2
default_seed_43_game_454,43,454,default,wolf,0,1,3,left,inner,"[4,5,7]",1,2,2,1,9,witch,0,inner,right,[9],"[""witch""]",1,0,0,0,0,1,4,2,1,1
default_seed_43_game_455,43,455,default,village,1,0,5,left,edge,"[1,3,10]",2,1,2,1,10,werewolf,1,edge,right,"[10,3,4]","[""werewolf"",""werewolf"",""hunter""]",3,1,2,1,1,,3,4,0,4
default_seed_43_game_456,43,456,default,wolf,0,1,5,left,edge,"[3,7,8]",0,3,1,2,9,villager,0,inner,right,"[9,6,2,1]","[""villager"",""villager"",""hunter"",""villager""]",4,0,0,0,0,4,4,2,1,1
default_seed_43_game_457,43,457,default,wolf,0,1,3,left,inner,"[6,7,10]",2,1,0,3,2,villager,0,inner,left,[2],"[""villager""]",1,0,0,0,0,1,3,6,3,3
default_seed_43_game_458,43,458,default,village,1,0,2,left,inner,"[3,5,10]",2,1,2,1,6,hunter,0,edge,right,"[6,10,5]","[""hunter"",""werewolf"",""werewolf""]",3,1,2,0,1,,3,4,0,4
default_seed_43_game_459,43,459,default,village,1,0,9,right,inner,"[2,6,10]",2,1,1,2,4,villager,0,inner,left,"[4,2,4]","[""villager"",""werewolf"",""villager""]",3,1,1,0,0,3,4,2,0,2
default_seed_43_game_460,43,460,default,village,1,0,10,right,edge,"[1,3,6]",2,1,2,1,9,hunter,0,inner,right,"[9,9,5,6]","[""hunter"",""hunter"",""villager"",""werewolf""]",4,1,1,0,1,,4,2,0,2
default_seed_43_game_461,43,461,default,village,1,0,9,right,inner,"[1,7,10]",2,1,1,2,7,werewolf,1,inner,right,"[7,10,1]","[""werewolf"",""werewolf"",""werewolf""]",3,1,3,1,1,,3,4,0,4
default_seed_43_game_462,43,462,default,wolf,0,1,4,left,inner,"[2,7,8]",0,3,1,2,9,hunter,0,inner,right,[9],"[""hunter""]",1,0,0,0,0,1,3,4,2,2
default_seed_43_game_463,43,463,default,wolf,0,1,3,left,inner,"[4,5,6]",2,1,2,1,1,villager,0,edge,left,"[1,1,10,4]","[""villager"",""villager"",""witch"",""werewolf""]",4,1,1,0,0,4,4,2,1,1
default_seed_43_game_464,43,464,default,village,1,0,7,right,inner,"[3,6,10]",2,1,1,2,10,werewolf,1,edge,right,"[10,4,4]","[""werewolf"",""villager"",""villager""]",3,1,1,1,1,,3,5,0,5
default_seed_43_game_465,43,465,default,village,1,0,1,left,edge,"[2,4,6]",1,2,2,1,4,werewolf,1,inner,left,"[4,5,5,6]","[""werewolf"",""villager"",""villager"",""werewolf""]",4,1,2,1,1,,4,2,0,2
default_seed_43_game_466,43,466,default,village,1,0,9,right,inner,"[1,3,5]",2,1,3,0,2,villager,0,inner,left,"[2,7,10,2]","[""villager"",""hunter"",""villager"",""villager""]",4,0,0,0,1,,4,3,0,3
default_seed_43_game_467,43,467,default,wolf,0,1,1,left,edge,"[3,7,8]",0,3,1,2,2,hunter,0,inner,left,"[2,5,5,5]","[""hunter"",""villager"",""villager"",""villager""]",4,0,0,0,0,4,5,2,1,1
default_seed_43_game_468,43,468,default,wolf,0,1,10,right,edge,"[1,5,7]",2,1,2,1,2,hunter,0,inner,left,"[2,6]","[""hunter"",""villager""]",2,0,0,0,0,2,3,6,3,3
default_seed_43_game_469,43,469,default,wolf,0,1,1,left,edge,"[5,9,10]",2,1,1,2,7,witch,0,inner,right,"[7,8]","[""witch"",""villager""]",2,0,0,0,0,2,2,6,3,3
default_seed_43_game_470,43,470,default,wolf,0,1,3,left,inner,"[1,7,8]",1,2,1,2,1,werewolf,1,edge,left,"[1,2,6]","[""werewolf"",""villager"",""witch""]",3,1,1,1,0,3,4,2,1,1
default_seed_43_game_471,43,471,default,wolf,0,1,1,left,edge,"[3,5,8]",1,2,2,1,10,witch,0,edge,right,"[10,4,6,6]","[""witch"",""villager"",""hunter"",""hunter""]",4,0,0,0,1,,4,4,2,2
default_seed_43_game_472,43,472,default,wolf,0,1,8,right,inner,"[2,4,6]",1,2,2,1,1,villager,0,edge,left,"[1,10]","[""villager"",""hunter""]",2,0,0,0,1,,2,6,3,3
default_seed_43_game_473,43,473,default,village,1,0,5,left,edge,"[1,9,10]",2,1,1,2,7,villager,0,inner,right,"[7,1,7,4]","[""villager"",""werewolf"",""villager"",""hunter""]",4,1,1,0,1,,4,2,0,2
default_seed_43_game_474,43,474,default,wolf,0,1,6,right,edge,"[5,7,8]",1,2,1,2,3,villager,0,inner,left,"[3,1,8,4]","[""villager"",""witch"",""werewolf"",""hunter""]",4,1,1,0,0,4,4,2,1,1
default_seed_43_game_475,43,475,default,wolf,0,1,3,left,inner,"[1,4,10]",2,1,2,1,8,hunter,0,inner,right,[8],"[""hunter""]",1,0,0,0,0,1,3,6,3,3
default_seed_43_game_476,43,476,default,village,1,0,7,right,inner,"[1,2,8]",1,2,2,1,1,werewolf,1,edge,left,"[1,8]","[""werewolf"",""werewolf""]",2,1,2,1,1,,2,6,0,6
default_seed_43_game_477,43,477,default,wolf,0,1,5,left,edge,"[1,7,8]",1,2,1,2,1,werewolf,1,edge,left,"[1,6,6]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,3,2,1,1
default_seed_43_game_478,43,478,default,wolf,0,1,5,left,edge,"[1,7,10]",2,1,1,2,7,werewolf,1,inner,right,"[7,1,8,4]","[""werewolf"",""werewolf"",""villager"",""villager""]",4,1,2,1,0,4,4,2,1,1
default_seed_43_game_479,43,479,default,village,1,0,7,right,inner,"[6,9,10]",2,1,0,3,1,villager,0,edge,left,[1],"[""villager""]",1,0,0,0,0,1,4,3,0,3
default_seed_43_game_480,43,480,default,wolf,0,1,6,right,edge,"[2,8,9]",0,3,1,2,10,villager,0,edge,right,"[10,4]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,2,2
default_seed_43_game_481,43,481,default,wolf,0,1,10,right,edge,"[1,2,6]",2,1,2,1,4,villager,0,inner,left,"[4,5]","[""villager"",""witch""]",2,0,0,0,0,2,4,2,1,1
default_seed_43_game_482,43,482,default,wolf,0,1,7,right,inner,"[1,6,8]",2,1,1,2,3,villager,0,inner,left,"[3,5]","[""villager"",""villager""]",2,0,0,0,0,2,2,6,3,3
default_seed_43_game_483,43,483,default,wolf,0,1,10,right,edge,"[4,6,9]",1,2,1,2,1,hunter,0,edge,left,"[1,7,1,4]","[""hunter"",""villager"",""hunter"",""werewolf""]",4,1,1,0,0,4,4,4,2,2
default_seed_43_game_484,43,484,default,wolf,0,1,2,left,inner,"[3,4,6]",1,2,2,1,10,villager,0,edge,right,[10],"[""villager""]",1,0,0,0,0,1,2,6,3,3
default_seed_43_game_485,43,485,default,wolf,0,1,10,right,edge,"[3,5,6]",2,1,2,1,3,werewolf,1,inner,left,[3],"[""werewolf""]",1,1,1,1,0,1,4,2,1,1
default_seed_43_game_486,43,486,default,village,1,0,1,left,edge,"[2,4,7]",0,3,2,1,2,werewolf,1,inner,left,[2],"[""werewolf""]",1,1,1,1,0,1,3,2,0,2
default_seed_43_game_487,43,487,default,village,1,0,7,right,inner,"[4,8,9]",0,3,1,2,4,werewolf,1,inner,left,"[4,1,10]","[""werewolf"",""villager"",""hunter""]",3,1,1,1,0,3,4,3,0,3
default_seed_43_game_488,43,488,default,wolf,0,1,4,left,inner,"[6,9,10]",2,1,0,3,1,villager,0,edge,left,"[1,8,2]","[""villager"",""villager"",""villager""]",3,0,0,0,0,3,4,2,1,1
default_seed_43_game_489,43,489,default,village,1,0,10,right,edge,"[1,2,7]",1,2,2,1,8,villager,0,inner,right,"[8,5,7]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,3,0,3
default_seed_43_game_490,43,490,default,wolf,0,1,10,right,edge,"[1,7,8]",1,2,1,2,4,witch,0,inner,left,[4],"[""witch""]",1,0,0,0,0,1,2,6,3,3
default_seed_43_game_491,43,491,default,village,1,0,9,right,inner,"[1,6,7]",2,1,1,2,10,witch,0,edge,right,"[10,8,5]","[""witch"",""villager"",""villager""]",3,0,0,0,0,3,4,2,0,2
default_seed_43_game_492,43,492,default,wolf,0,1,10,right,edge,"[2,3,9]",0,3,2,1,7,villager,0,inner,right,"[7,4,1,1]","[""villager"",""hunter"",""villager"",""villager""]",4,0,0,0,0,4,4,2,1,1
default_seed_43_game_493,43,493,default,village,1,0,1,left,edge,"[5,8,9]",1,2,1,2,5,werewolf,1,edge,left,"[5,2,3]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,3,3,0,3
default_seed_43_game_494,43,494,default,village,1,0,8,right,inner,"[5,6,9]",2,1,1,2,3,villager,0,inner,left,"[3,7,10,6]","[""villager"",""villager"",""hunter"",""werewolf""]",4,1,1,0,1,,4,2,0,2
default_seed_43_game_495,43,495,default,village,1,0,8,right,inner,"[3,7,9]",0,3,1,2,6,villager,0,edge,right,"[6,5,9,9]","[""villager"",""witch"",""werewolf"",""werewolf""]",4,1,2,0,0,4,4,3,0,3
default_seed_43_game_496,43,496,default,wolf,0,1,7,right,inner,"[5,6,8]",2,1,1,2,2,villager,0,inner,left,"[2,9,9,9]","[""villager"",""villager"",""villager"",""villager""]",4,0,0,0,1,,4,2,1,1
default_seed_43_game_497,43,497,default,wolf,0,1,1,left,edge,"[5,8,9]",1,2,1,2,3,villager,0,inner,left,"[3,10]","[""villager"",""villager""]",2,0,0,0,0,2,2,6,3,3
default_seed_43_game_498,43,498,default,village,1,0,9,right,inner,"[1,3,6]",2,1,2,1,5,witch,0,edge,left,"[5,10,10]","[""witch"",""villager"",""villager""]",3,0,0,0,1,,3,5,0,5
default_seed_43_game_499,43,499,default,village,1,0,9,right,inner,"[1,4,10]",2,1,2,1,2,villager,0,inner,left,"[2,10,1,7]","[""villager"",""werewolf"",""werewolf"",""villager""]",4,1,2,0,1,,4,3,0,3
default_seed_43_game_500,43,500,default,wolf,0,1,7,right,inner,"[2,3,5]",1,2,3,0,5,werewolf,1,edge,left,"[5,8,1]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,3,2,1,1
random_seed_43_game_1,43,1,random,wolf,0,1,6,right,edge,"[2,8,10]",1,2,1,2,10,werewolf,1,edge,right,"[10,3]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,1,1
random_seed_43_game_2,43,2,random,wolf,0,1,9,right,inner,"[3,5,10]",2,1,2,1,8,witch,0,inner,right,"[8,3,1,4]","[""witch"",""werewolf"",""villager"",""villager""]",4,1,1,0,0,4,4,2,1,1
random_seed_43_game_3,43,3,random,wolf,0,1,3,left,inner,"[1,5,6]",3,0,2,1,8,witch,0,inner,right,[8],"[""witch""]",1,0,0,0,0,1,4,2,1,1
random_seed_43_game_4,43,4,random,wolf,0,1,7,right,inner,"[1,4,5]",2,1,3,0,9,villager,0,inner,right,"[9,10]","[""villager"",""villager""]",2,0,0,0,0,2,4,4,2,2
random_seed_43_game_5,43,5,random,village,1,0,2,left,inner,"[1,5,7]",2,1,2,1,4,villager,0,inner,left,"[4,5,7]","[""villager"",""werewolf"",""werewolf""]",3,1,2,0,1,,3,4,0,4
random_seed_43_game_6,43,6,random,wolf,0,1,7,right,inner,"[1,2,3]",1,2,3,0,6,villager,0,edge,right,"[6,5,4,1]","[""villager"",""villager"",""hunter"",""werewolf""]",4,1,1,0,0,4,5,2,1,1
random_seed_43_game_7,43,7,random,village,1,0,9,right,inner,"[2,3,6]",1,2,2,1,4,hunter,0,inner,left,"[4,7,10]","[""hunter"",""villager"",""witch""]",3,0,0,0,1,,3,4,0,4
random_seed_43_game_8,43,8,random,wolf,0,1,2,left,inner,"[3,5,6]",2,1,2,1,10,villager,0,edge,right,"[10,7,4]","[""villager"",""witch"",""villager""]",3,0,0,0,0,3,4,2,1,1
random_seed_43_game_9,43,9,random,wolf,0,1,6,right,edge,"[2,3,8]",0,3,2,1,9,villager,0,inner,right,"[9,1,5]","[""villager"",""hunter"",""villager""]",3,0,0,0,0,3,4,4,2,2
random_seed_43_game_10,43,10,random,wolf,0,1,1,left,edge,"[3,4,10]",1,2,2,1,9,villager,0,inner,right,"[9,4]","[""villager"",""werewolf""]",2,1,1,0,0,2,4,2,1,1
random_seed_43_game_11,43,11,random,wolf,0,1,9,right,inner,"[2,3,10]",1,2,2,1,1,villager,0,edge,left,"[1,6]","[""villager"",""villager""]",2,0,0,0,0,2,4,4,2,2
random_seed_43_game_12,43,12,random,wolf,0,1,8,right,inner,"[3,5,6]",2,1,2,1,5,werewolf,1,edge,left,"[5,7,9]","[""werewolf"",""witch"",""hunter""]",3,1,1,1,0,3,3,2,1,1
random_seed_43_game_13,43,13,random,wolf,0,1,2,left,inner,"[5,7,8]",1,2,1,2,4,villager,0,inner,left,"[4,9]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,2,2
random_seed_43_game_14,43,14,random,wolf,0,1,6,right,edge,"[2,9,10]",1,2,1,2,1,villager,0,edge,left,"[1,2]","[""villager"",""werewolf""]",2,1,1,0,0,2,4,2,1,1
random_seed_43_game_15,43,15,random,wolf,0,1,1,left,edge,"[7,8,10]",1,2,0,3,8,werewolf,1,inner,right,"[8,3]","[""werewolf"",""villager""]",2,1,1,1,0,2,3,4,2,2
random_seed_43_game_16,43,16,random,wolf,0,1,7,right,inner,"[4,5,10]",2,1,2,1,9,villager,0,inner,right,"[9,2]","[""villager"",""villager""]",2,0,0,0,1,,2,6,3,3
random_seed_43_game_17,43,17,random,wolf,0,1,9,right,inner,"[5,7,8]",1,2,1,2,1,villager,0,edge,left,"[1,2]","[""villager"",""villager""]",2,0,0,0,0,2,3,6,3,3
random_seed_43_game_18,43,18,random,village,1,0,8,right,inner,"[5,9,10]",2,1,1,2,7,hunter,0,inner,right,"[7,6,4,10]","[""hunter"",""villager"",""witch"",""werewolf""]",4,1,1,0,1,,4,3,0,3
random_seed_43_game_19,43,19,random,wolf,0,1,5,left,edge,"[1,2,9]",1,2,2,1,1,werewolf,1,edge,left,"[1,8,6,10]","[""werewolf"",""villager"",""villager"",""hunter""]",4,1,1,1,0,4,4,2,1,1
random_seed_43_game_20,43,20,random,village,1,0,9,right,inner,"[1,2,3]",1,2,3,0,8,witch,0,inner,right,"[8,6]","[""witch"",""hunter""]",2,0,0,0,0,2,4,2,0,2
random_seed_43_game_21,43,21,random,village,1,0,8,right,inner,"[1,2,4]",1,2,3,0,3,hunter,0,inner,left,"[3,6,2]","[""hunter"",""witch"",""werewolf""]",3,1,1,0,1,,3,4,0,4
random_seed_43_game_22,43,22,random,village,1,0,8,right,inner,"[1,5,6]",3,0,2,1,2,villager,0,inner,left,"[2,6,5]","[""villager"",""werewolf"",""werewolf""]",3,1,2,0,0,3,3,3,0,3
random_seed_43_game_23,43,23,random,village,1,0,6,right,edge,"[2,4,10]",1,2,2,1,9,villager,0,inner,right,"[9,4,8,7]","[""villager"",""werewolf"",""witch"",""hunter""]",4,1,1,0,1,,4,2,0,2
random_seed_43_game_24,43,24,random,village,1,0,3,left,inner,"[2,5,8]",1,2,2,1,5,werewolf,1,edge,left,"[5,10,1,8]","[""werewolf"",""villager"",""villager"",""werewolf""]",4,1,2,1,0,4,4,2,0,2
random_seed_43_game_25,43,25,random,village,1,0,7,right,inner,"[3,6,8]",1,2,1,2,1,villager,0,edge,left,"[1,2]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,0,4
random_seed_43_game_26,43,26,random,village,1,0,10,right,edge,"[3,6,9]",1,2,1,2,4,witch,0,inner,left,"[4,6,8]","[""witch"",""werewolf"",""villager""]",3,1,1,0,1,,3,4,0,4
