base_configuration_id,base_game_index,behavioral_regime,dataset_split,game_family_id,game_id,seed,utterance_count,winner
r2_train_random_vote_speech,12,random_vote_speech,train,train_random_vote_speech_304_12,r2_train_random_vote_speech_seed_304_game_12,304,21,wolf
r2_train_random_vote_speech,13,random_vote_speech,train,train_random_vote_speech_304_13,r2_train_random_vote_speech_seed_304_game_13,304,17,wolf
r2_train_random_vote_speech,14,random_vote_speech,train,train_random_vote_speech_304_14,r2_train_random_vote_speech_seed_304_game_14,304,26,wolf
r2_train_random_vote_speech,15,random_vote_speech,train,train_random_vote_speech_304_15,r2_train_random_vote_speech_seed_304_game_15,304,21,village
r2_train_random_vote_speech,16,random_vote_speech,train,train_random_vote_speech_304_16,r2_train_random_vote_speech_seed_304_game_16,304,22,wolf
r2_train_random_vote_speech,17,random_vote_speech,train,train_random_vote_speech_304_17,r2_train_random_vote_speech_seed_304_game_17,304,18,village
r2_train_random_vote_speech,18,random_vote_speech,train,train_random_vote_speech_304_18,r2_train_random_vote_speech_seed_304_game_18,304,22,village
r2_train_random_vote_speech,19,random_vote_speech,train,train_random_vote_speech_304_19,r2_train_random_vote_speech_seed_304_game_19,304,20,wolf
r2_train_random_vote_speech,20,random_vote_speech,train,train_random_vote_speech_304_20,r2_train_random_vote_speech_seed_304_game_20,304,17,wolf
r2_train_balanced_social,1,balanced_social,train,train_balanced_social_305_1,r2_train_balanced_social_seed_305_game_1,305,22,village
r2_train_balanced_social,2,balanced_social,train,train_balanced_social_305_2,r2_train_balanced_social_seed_305_game_2,305,23,wolf
r2_train_balanced_social,3,balanced_social,train,train_balanced_social_305_3,r2_train_balanced_social_seed_305_game_3,305,17,village
r2_train_balanced_social,4,balanced_social,train,train_balanced_social_305_4,r2_train_balanced_social_seed_305_game_4,305,27,village
r2_train_balanced_social,5,balanced_social,train,train_balanced_social_305_5,r2_train_balanced_social_seed_305_game_5,305,24,wolf
r2_train_balanced_social,6,balanced_social,train,train_balanced_social_305_6,r2_train_balanced_social_seed_305_game_6,305,22,wolf
r2_train_balanced_social,7,balanced_social,train,train_balanced_social_305_7,r2_train_balanced_social_seed_305_game_7,305,23,village
r2_train_balanced_social,8,balanced_social,train,train_balanced_social_305_8,r2_train_balanced_social_seed_305_game_8,305,25,wolf
r2_train_balanced_social,9,balanced_social,train,train_balanced_social_305_9,r2_train_balanced_social_seed_305_game_9,305,21,village
r2_train_balanced_social,10,balanced_social,train,train_balanced_social_305_10,r2_train_balanced_social_seed_305_game_10,305,21,wolf
r2_train_balanced_social,11,balanced_social,train,train_balanced_social_305_11,r2_train_balanced_social_seed_305_game_11,305,28,wolf
r2_train_balanced_social,12,balanced_social,train,train_balanced_social_305_12,r2_train_balanced_social_seed_305_game_12,305,23,village
r2_train_balanced_social,13,balanced_social,train,train_balanced_social_305_13,r2_train_balanced_social_seed_305_game_13,305,28,village
r2_train_balanced_social,14,balanced_social,train,train_balanced_social_305_14,r2_train_balanced_social_seed_305_game_14,305,21,village
r2_train_balanced_social,15,balanced_social,train,train_balanced_social_305_15,r2_train_balanced_social_seed_305_game_15,305,27,village
r2_train_balanced_social,16,balanced_social,train,train_balanced_social_305_16,r2_train_balanced_social_seed_305_game_16,305,22,wolf
r2_train_balanced_social,17,balanced_social,train,train_balanced_social_305_17,r2_train_balanced_social_seed_305_game_17,305,19,wolf
r2_train_balanced_social,18,balanced_social,train,train_balanced_social_305_18,r2_train_balanced_social_seed_305_game_18,305,17,wolf
r2_train_balanced_social,19,balanced_social,train,train_balanced_social_305_19,r2_train_balanced_social_seed_305_game_19,305,17,wolf
r2_train_balanced_social,20,balanced_social,train,train_balanced_social_305_20,r2_train_balanced_social_seed_305_game_20,305,26,wolf
r2_train_deception_adaptive,1,deception_adaptive,train,train_deception_adaptive_305_1,r2_train_deception_adaptive_seed_305_game_1,305,10,wolf
r2_train_deception_adaptive,2,deception_adaptive,train,train_deception_adaptive_305_2,r2_train_deception_adaptive_seed_305_game_2,305,23,wolf
r2_train_deception_adaptive,3,deception_adaptive,train,train_deception_adaptive_305_3,r2_train_deception_adaptive_seed_305_game_3,305,21,wolf
r2_train_deception_adaptive,4,deception_adaptive,train,train_deception_adaptive_305_4,r2_train_deception_adaptive_seed_305_game_4,305,17,wolf
r2_train_deception_adaptive,5,deception_adaptive,train,train_deception_adaptive_305_5,r2_train_deception_adaptive_seed_305_game_5,305,21,wolf
r2_train_deception_adaptive,6,deception_adaptive,train,train_deception_adaptive_305_6,r2_train_deception_adaptive_seed_305_game_6,305,26,village
r2_train_deception_adaptive,7,deception_adaptive,train,train_deception_adaptive_305_7,r2_train_deception_adaptive_seed_305_game_7,305,23,wolf
r2_train_deception_adaptive,8,deception_adaptive,train,train_deception_adaptive_305_8,r2_train_deception_adaptive_seed_305_game_8,305,26,wolf
r2_train_deception_adaptive,9,deception_adaptive,train,train_deception_adaptive_305_9,r2_train_deception_adaptive_seed_305_game_9,305,21,wolf
r2_train_deception_adaptive,10,deception_adaptive,train,train_deception_adaptive_305_10,r2_train_deception_adaptive_seed_305_game_10,305,17,wolf
r2_train_deception_adaptive,11,deception_adaptive,train,train_deception_adaptive_305_11,r2_train_deception_adaptive_seed_305_game_11,305,9,wolf
r2_train_deception_adaptive,12,deception_adaptive,train,train_deception_adaptive_305_12,r2_train_deception_adaptive_seed_305_game_12,305,20,village
r2_train_deception_adaptive,13,deception_adaptive,train,train_deception_adaptive_305_13,r2_train_deception_adaptive_seed_305_game_13,305,17,wolf
r2_train_deception_adaptive,14,deception_adaptive,train,train_deception_adaptive_305_14,r2_train_deception_adaptive_seed_305_game_14,305,17,wolf
r2_train_deception_adaptive,15,deception_adaptive,train,train_deception_adaptive_305_15,r2_train_deception_adaptive_seed_305_game_15,305,17,village
r2_train_deception_adaptive,16,deception_adaptive,train,train_deception_adaptive_305_16,r2_train_deception_adaptive_seed_305_game_16,305,9,wolf
r2_train_deception_adaptive,17,deception_adaptive,train,train_deception_adaptive_305_17,r2_train_deception_adaptive_seed_305_game_17,305,24,village
r2_train_deception_adaptive,18,deception_adaptive,train,train_deception_adaptive_305_18,r2_train_deception_adaptive_seed_305_game_18,305,22,wolf
r2_train_deception_adaptive,19,deception_adaptive,train,train_deception_adaptive_305_19,r2_train_deception_adaptive_seed_305_game_19,305,22,wolf
r2_train_deception_adaptive,20,deception_adaptive,train,train_deception_adaptive_305_20,r2_train_deception_adaptive_seed_305_game_20,305,20,wolf
r2_train_trust_weighted_memory,1,trust_weighted_memory,train,train_trust_weighted_memory_305_1,r2_train_trust_weighted_memory_seed_305_game_1,305,26,wolf
r2_train_trust_weighted_memory,2,trust_weighted_memory,train,train_trust_weighted_memory_305_2,r2_train_trust_weighted_memory_seed_305_game_2,305,14,wolf
r2_train_trust_weighted_memory,3,trust_weighted_memory,train,train_trust_weighted_memory_305_3,r2_train_trust_weighted_memory_seed_305_game_3,305,17,wolf
r2_train_trust_weighted_memory,4,trust_weighted_memory,train,train_trust_weighted_memory_305_4,r2_train_trust_weighted_memory_seed_305_game_4,305,20,wolf
r2_train_trust_weighted_memory,5,trust_weighted_memory,train,train_trust_weighted_memory_305_5,r2_train_trust_weighted_memory_seed_305_game_5,305,26,village
r2_train_trust_weighted_memory,6,trust_weighted_memory,train,train_trust_weighted_memory_305_6,r2_train_trust_weighted_memory_seed_305_game_6,305,21,wolf
r2_train_trust_weighted_memory,7,trust_weighted_memory,train,train_trust_weighted_memory_305_7,r2_train_trust_weighted_memory_seed_305_game_7,305,17,wolf
r2_train_trust_weighted_memory,8,trust_weighted_memory,train,train_trust_weighted_memory_305_8,r2_train_trust_weighted_memory_seed_305_game_8,305,16,wolf
r2_train_trust_weighted_memory,9,trust_weighted_memory,train,train_trust_weighted_memory_305_9,r2_train_trust_weighted_memory_seed_305_game_9,305,24,village
r2_train_trust_weighted_memory,10,trust_weighted_memory,train,train_trust_weighted_memory_305_10,r2_train_trust_weighted_memory_seed_305_game_10,305,24,village
r2_train_trust_weighted_memory,11,trust_weighted_memory,train,train_trust_weighted_memory_305_11,r2_train_trust_weighted_memory_seed_305_game_11,305,18,wolf
r2_train_trust_weighted_memory,12,trust_weighted_memory,train,train_trust_weighted_memory_305_12,r2_train_trust_weighted_memory_seed_305_game_12,305,25,wolf
r2_train_trust_weighted_memory,13,trust_weighted_memory,train,train_trust_weighted_memory_305_13,r2_train_trust_weighted_memory_seed_305_game_13,305,21,village
r2_train_trust_weighted_memory,14,trust_weighted_memory,train,train_trust_weighted_memory_305_14,r2_train_trust_weighted_memory_seed_305_game_14,305,24,village
r2_train_trust_weighted_memory,15,trust_weighted_memory,train,train_trust_weighted_memory_305_15,r2_train_trust_weighted_memory_seed_305_game_15,305,27,village
r2_train_trust_weighted_memory,16,trust_weighted_memory,train,train_trust_weighted_memory_305_16,r2_train_trust_weighted_memory_seed_305_game_16,305,22,wolf
r2_train_trust_weighted_memory,17,trust_weighted_memory,train,train_trust_weighted_memory_305_17,r2_train_trust_weighted_memory_seed_305_game_17,305,18,wolf
r2_train_trust_weighted_memory,18,trust_weighted_memory,train,train_trust_weighted_memory_305_18,r2_train_trust_weighted_memory_seed_305_game_18,305,17,wolf
r2_train_trust_weighted_memory,19,trust_weighted_memory,train,train_trust_weighted_memory_305_19,r2_train_trust_weighted_memory_seed_305_game_19,305,26,village
r2_train_trust_weighted_memory,20,trust_weighted_memory,train,train_trust_weighted_memory_305_20,r2_train_trust_weighted_memory_seed_305_game_20,305,18,wolf
r2_train_random_vote_speech,1,random_vote_speech,train,train_random_vote_speech_305_1,r2_train_random_vote_speech_seed_305_game_1,305,17,wolf
r2_train_random_vote_speech,2,random_vote_speech,train,train_random_vote_speech_305_2,r2_train_random_vote_speech_seed_305_game_2,305,18,wolf
r2_train_random_vote_speech,3,random_vote_speech,train,train_random_vote_speech_305_3,r2_train_random_vote_speech_seed_305_game_3,305,18,wolf
r2_train_random_vote_speech,4,random_vote_speech,train,train_random_vote_speech_305_4,r2_train_random_vote_speech_seed_305_game_4,305,21,wolf
r2_train_random_vote_speech,5,random_vote_speech,train,train_random_vote_speech_305_5,r2_train_random_vote_speech_seed_305_game_5,305,17,wolf
r2_train_random_vote_speech,6,random_vote_speech,train,train_random_vote_speech_305_6,r2_train_random_vote_speech_seed_305_game_6,305,25,village
r2_train_random_vote_speech,7,random_vote_speech,train,train_random_vote_speech_305_7,r2_train_random_vote_speech_seed_305_game_7,305,22,wolf
r2_train_random_vote_speech,8,random_vote_speech,train,train_random_vote_speech_305_8,r2_train_random_vote_speech_seed_305_game_8,305,18,wolf
r2_train_random_vote_speech,9,random_vote_speech,train,train_random_vote_speech_305_9,r2_train_random_vote_speech_seed_305_game_9,305,17,wolf
r2_train_random_vote_speech,10,random_vote_speech,train,train_random_vote_speech_305_10,r2_train_random_vote_speech_seed_305_game_10,305,16,wolf
r2_train_random_vote_speech,11,random_vote_speech,train,train_random_vote_speech_305_11,r2_train_random_vote_speech_seed_305_game_11,305,17,wolf
r2_train_random_vote_speech,12,random_vote_speech,train,train_random_vote_speech_305_12,r2_train_random_vote_speech_seed_305_game_12,305,20,village
r2_train_random_vote_speech,13,random_vote_speech,train,train_random_vote_speech_305_13,r2_train_random_vote_speech_seed_305_game_13,305,20,wolf
r2_train_random_vote_speech,14,random_vote_speech,train,train_random_vote_speech_305_14,r2_train_random_vote_speech_seed_305_game_14,305,16,village
r2_train_random_vote_speech,15,random_vote_speech,train,train_random_vote_speech_305_15,r2_train_random_vote_speech_seed_305_game_15,305,16,wolf
r2_train_random_vote_speech,16,random_vote_speech,train,train_random_vote_speech_305_16,r2_train_random_vote_speech_seed_305_game_16,305,20,wolf
r2_train_random_vote_speech,17,random_vote_speech,train,train_random_vote_speech_305_17,r2_train_random_vote_speech_seed_305_game_17,305,10,wolf
r2_train_random_vote_speech,18,random_vote_speech,train,train_random_vote_speech_305_18,r2_train_random_vote_speech_seed_305_game_18,305,18,wolf
r2_train_random_vote_speech,19,random_vote_speech,train,train_random_vote_speech_305_19,r2_train_random_vote_speech_seed_305_game_19,305,16,wolf
r2_train_random_vote_speech,20,random_vote_speech,train,train_random_vote_speech_305_20,r2_train_random_vote_speech_seed_305_game_20,305,14,wolf
r2_train_balanced_social,1,balanced_social,train,train_balanced_social_306_1,r2_train_balanced_social_seed_306_game_1,306,17,wolf
r2_train_balanced_social,2,balanced_social,train,train_balanced_social_306_2,r2_train_balanced_social_seed_306_game_2,306,23,village
r2_train_balanced_social,3,balanced_social,train,train_balanced_social_306_3,r2_train_balanced_social_seed_306_game_3,306,24,wolf
r2_train_balanced_social,4,balanced_social,train,train_balanced_social_306_4,r2_train_balanced_social_seed_306_game_4,306,17,village
r2_train_balanced_social,5,balanced_social,train,train_balanced_social_306_5,r2_train_balanced_social_seed_306_game_5,306,22,village
r2_train_balanced_social,6,balanced_social,train,train_balanced_social_306_6,r2_train_balanced_social_seed_306_game_6,306,26,village
r2_train_balanced_social,7,balanced_social,train,train_balanced_social_306_7,r2_train_balanced_social_seed_306_game_7,306,17,village
r2_train_balanced_social,8,balanced_social,train,train_balanced_social_306_8,r2_train_balanced_social_seed_306_game_8,306,21,wolf
r2_train_balanced_social,9,balanced_social,train,train_balanced_social_306_9,r2_train_balanced_social_seed_306_game_9,306,22,village
r2_train_balanced_social,10,balanced_social,train,train_balanced_social_306_10,r2_train_balanced_social_seed_306_game_10,306,22,wolf
r2_train_balanced_social,11,balanced_social,train,train_balanced_social_306_11,r2_train_balanced_social_seed_306_game_11,306,17,village
r2_train_balanced_social,12,balanced_social,train,train_balanced_social_306_12,r2_train_balanced_social_seed_306_game_12,306,14,wolf
r2_train_balanced_social,13,balanced_social,train,train_balanced_social_306_13,r2_train_balanced_social_seed_306_game_13,306,21,wolf
r2_train_balanced_social,14,balanced_social,train,train_balanced_social_306_14,r2_train_balanced_social_seed_306_game_14,306,17,wolf
r2_train_balanced_social,15,balanced_social,train,train_balanced_social_306_15,r2_train_balanced_social_seed_306_game_15,306,22,wolf
r2_train_balanced_social,16,balanced_social,train,train_balanced_social_306_16,r2_train_balanced_social_seed_306_game_16,306,21,wolf
r2_train_balanced_social,17,balanced_social,train,train_balanced_social_306_17,r2_train_balanced_social_seed_306_game_17,306,22,wolf
r2_train_balanced_social,18,balanced_social,train,train_balanced_social_306_18,r2_train_balanced_social_seed_306_game_18,306,22,wolf
r2_train_balanced_social,19,balanced_social,train,train_balanced_social_306_19,r2_train_balanced_social_seed_306_game_19,306,26,village
r2_train_balanced_social,20,balanced_social,train,train_balanced_social_306_20,r2_train_balanced_social_seed_306_game_20,306,26,village
r2_train_deception_adaptive,1,deception_adaptive,train,train_deception_adaptive_306_1,r2_train_deception_adaptive_seed_306_game_1,306,17,wolf
r2_train_deception_adaptive,2,deception_adaptive,train,train_deception_adaptive_306_2,r2_train_deception_adaptive_seed_306_game_2,306,21,village
r2_train_deception_adaptive,3,deception_adaptive,train,train_deception_adaptive_306_3,r2_train_deception_adaptive_seed_306_game_3,306,16,wolf
r2_train_deception_adaptive,4,deception_adaptive,train,train_deception_adaptive_306_4,r2_train_deception_adaptive_seed_306_game_4,306,18,wolf
r2_train_deception_adaptive,5,deception_adaptive,train,train_deception_adaptive_306_5,r2_train_deception_adaptive_seed_306_game_5,306,23,village
r2_train_deception_adaptive,6,deception_adaptive,train,train_deception_adaptive_306_6,r2_train_deception_adaptive_seed_306_game_6,306,16,wolf
r2_train_deception_adaptive,7,deception_adaptive,train,train_deception_adaptive_306_7,r2_train_deception_adaptive_seed_306_game_7,306,9,wolf
r2_train_deception_adaptive,8,deception_adaptive,train,train_deception_adaptive_306_8,r2_train_deception_adaptive_seed_306_game_8,306,25,village
r2_train_deception_adaptive,9,deception_adaptive,train,train_deception_adaptive_306_9,r2_train_deception_adaptive_seed_306_game_9,306,25,village
r2_train_deception_adaptive,10,deception_adaptive,train,train_deception_adaptive_306_10,r2_train_deception_adaptive_seed_306_game_10,306,21,wolf
r2_train_deception_adaptive,11,deception_adaptive,train,train_deception_adaptive_306_11,r2_train_deception_adaptive_seed_306_game_11,306,18,village
r2_train_deception_adaptive,12,deception_adaptive,train,train_deception_adaptive_306_12,r2_train_deception_adaptive_seed_306_game_12,306,17,wolf
r2_train_deception_adaptive,13,deception_adaptive,train,train_deception_adaptive_306_13,r2_train_deception_adaptive_seed_306_game_13,306,18,wolf
r2_train_deception_adaptive,14,deception_adaptive,train,train_deception_adaptive_306_14,r2_train_deception_adaptive_seed_306_game_14,306,24,wolf
r2_train_deception_adaptive,15,deception_adaptive,train,train_deception_adaptive_306_15,r2_train_deception_adaptive_seed_306_game_15,306,18,village
r2_train_deception_adaptive,16,deception_adaptive,train,train_deception_adaptive_306_16,r2_train_deception_adaptive_seed_306_game_16,306,24,wolf
r2_train_deception_adaptive,17,deception_adaptive,train,train_deception_adaptive_306_17,r2_train_deception_adaptive_seed_306_game_17,306,22,village
r2_train_deception_adaptive,18,deception_adaptive,train,train_deception_adaptive_306_18,r2_train_deception_adaptive_seed_306_game_18,306,18,wolf
r2_train_deception_adaptive,19,deception_adaptive,train,train_deception_adaptive_306_19,r2_train_deception_adaptive_seed_306_game_19,306,21,wolf
r2_train_deception_adaptive,20,deception_adaptive,train,train_deception_adaptive_306_20,r2_train_deception_adaptive_seed_306_game_20,306,24,wolf
r2_train_trust_weighted_memory,1,trust_weighted_memory,train,train_trust_weighted_memory_306_1,r2_train_trust_weighted_memory_seed_306_game_1,306,17,wolf
r2_train_trust_weighted_memory,2,trust_weighted_memory,train,train_trust_weighted_memory_306_2,r2_train_trust_weighted_memory_seed_306_game_2,306,15,wolf
r2_train_trust_weighted_memory,3,trust_weighted_memory,train,train_trust_weighted_memory_306_3,r2_train_trust_weighted_memory_seed_306_game_3,306,23,wolf
r2_train_trust_weighted_memory,4,trust_weighted_memory,train,train_trust_weighted_memory_306_4,r2_train_trust_weighted_memory_seed_306_game_4,306,24,wolf
r2_train_trust_weighted_memory,5,trust_weighted_memory,train,train_trust_weighted_memory_306_5,r2_train_trust_weighted_memory_seed_306_game_5,306,17,wolf
r2_train_trust_weighted_memory,6,trust_weighted_memory,train,train_trust_weighted_memory_306_6,r2_train_trust_weighted_memory_seed_306_game_6,306,22,village
r2_train_trust_weighted_memory,7,trust_weighted_memory,train,train_trust_weighted_memory_306_7,r2_train_trust_weighted_memory_seed_306_game_7,306,24,village
r2_train_trust_weighted_memory,8,trust_weighted_memory,train,train_trust_weighted_memory_306_8,r2_train_trust_weighted_memory_seed_306_game_8,306,17,wolf
r2_train_trust_weighted_memory,9,trust_weighted_memory,train,train_trust_weighted_memory_306_9,r2_train_trust_weighted_memory_seed_306_game_9,306,28,wolf
r2_train_trust_weighted_memory,10,trust_weighted_memory,train,train_trust_weighted_memory_306_10,r2_train_trust_weighted_memory_seed_306_game_10,306,18,wolf
r2_train_trust_weighted_memory,11,trust_weighted_memory,train,train_trust_weighted_memory_306_11,r2_train_trust_weighted_memory_seed_306_game_11,306,16,wolf
r2_train_trust_weighted_memory,12,trust_weighted_memory,train,train_trust_weighted_memory_306_12,r2_train_trust_weighted_memory_seed_306_game_12,306,17,village
r2_train_trust_weighted_memory,13,trust_weighted_memory,train,train_trust_weighted_memory_306_13,r2_train_trust_weighted_memory_seed_306_game_13,306,23,wolf
r2_train_trust_weighted_memory,14,trust_weighted_memory,train,train_trust_weighted_memory_306_14,r2_train_trust_weighted_memory_seed_306_game_14,306,24,village
r2_train_trust_weighted_memory,15,trust_weighted_memory,train,train_trust_weighted_memory_306_15,r2_train_trust_weighted_memory_seed_306_game_15,306,23,wolf
r2_train_trust_weighted_memory,16,trust_weighted_memory,train,train_trust_weighted_memory_306_16,r2_train_trust_weighted_memory_seed_306_game_16,306,25,village
r2_train_trust_weighted_memory,17,trust_weighted_memory,train,train_trust_weighted_memory_306_17,r2_train_trust_weighted_memory_seed_306_game_17,306,22,village
r2_train_trust_weighted_memory,18,trust_weighted_memory,train,train_trust_weighted_memory_306_18,r2_train_trust_weighted_memory_seed_306_game_18,306,21,village
r2_train_trust_weighted_memory,19,trust_weighted_memory,train,train_trust_weighted_memory_306_19,r2_train_trust_weighted_memory_seed_306_game_19,306,25,wolf
r2_train_trust_weighted_memory,20,trust_weighted_memory,train,train_trust_weighted_memory_306_20,r2_train_trust_weighted_memory_seed_306_game_20,306,25,village
r2_train_random_vote_speech,1,random_vote_speech,train,train_random_vote_speech_306_1,r2_train_random_vote_speech_seed_306_game_1,306,17,wolf
r2_train_random_vote_speech,2,random_vote_speech,train,train_random_vote_speech_306_2,r2_train_random_vote_speech_seed_306_game_2,306,21,wolf
r2_train_random_vote_speech,3,random_vote_speech,train,train_random_vote_speech_306_3,r2_train_random_vote_speech_seed_306_game_3,306,22,village
r2_train_random_vote_speech,4,random_vote_speech,train,train_random_vote_speech_306_4,r2_train_random_vote_speech_seed_306_game_4,306,21,wolf
r2_train_random_vote_speech,5,random_vote_speech,train,train_random_vote_speech_306_5,r2_train_random_vote_speech_seed_306_game_5,306,21,wolf
r2_train_random_vote_speech,6,random_vote_speech,train,train_random_vote_speech_306_6,r2_train_random_vote_speech_seed_306_game_6,306,18,wolf
r2_train_random_vote_speech,7,random_vote_speech,train,train_random_vote_speech_306_7,r2_train_random_vote_speech_seed_306_game_7,306,25,wolf
r2_train_random_vote_speech,8,random_vote_speech,train,train_random_vote_speech_306_8,r2_train_random_vote_speech_seed_306_game_8,306,20,wolf
r2_train_random_vote_speech,9,random_vote_speech,train,train_random_vote_speech_306_9,r2_train_random_vote_speech_seed_306_game_9,306,23,wolf
r2_train_random_vote_speech,10,random_vote_speech,train,train_random_vote_speech_306_10,r2_train_random_vote_speech_seed_306_game_10,306,25,wolf
r2_train_random_vote_speech,11,random_vote_speech,train,train_random_vote_speech_306_11,r2_train_random_vote_speech_seed_306_game_11,306,22,wolf
r2_train_random_vote_speech,12,random_vote_speech,train,train_random_vote_speech_306_12,r2_train_random_vote_speech_seed_306_game_12,306,16,wolf
r2_train_random_vote_speech,13,random_vote_speech,train,train_random_vote_speech_306_13,r2_train_random_vote_speech_seed_306_game_13,306,18,wolf
r2_train_random_vote_speech,14,random_vote_speech,train,train_random_vote_speech_306_14,r2_train_random_vote_speech_seed_306_game_14,306,22,wolf
r2_train_random_vote_speech,15,random_vote_speech,train,train_random_vote_speech_306_15,r2_train_random_vote_speech_seed_306_game_15,306,24,wolf
r2_train_random_vote_speech,16,random_vote_speech,train,train_random_vote_speech_306_16,r2_train_random_vote_speech_seed_306_game_16,306,19,wolf
r2_train_random_vote_speech,17,random_vote_speech,train,train_random_vote_speech_306_17,r2_train_random_vote_speech_seed_306_game_17,306,17,village
r2_train_random_vote_speech,18,random_vote_speech,train,train_random_vote_speech_306_18,r2_train_random_vote_speech_seed_306_game_18,306,22,wolf
r2_train_random_vote_speech,19,random_vote_speech,train,train_random_vote_speech_306_19,r2_train_random_vote_speech_seed_306_game_19,306,20,wolf
r2_train_random_vote_speech,20,random_vote_speech,train,train_random_vote_speech_306_20,r2_train_random_vote_speech_seed_306_game_20,306,22,wolf
r2_train_balanced_social,1,balanced_social,train,train_balanced_social_307_1,r2_train_balanced_social_seed_307_game_1,307,23,village
r2_train_balanced_social,2,balanced_social,train,train_balanced_social_307_2,r2_train_balanced_social_seed_307_game_2,307,16,wolf
r2_train_balanced_social,3,balanced_social,train,train_balanced_social_307_3,r2_train_balanced_social_seed_307_game_3,307,24,wolf
r2_train_balanced_social,4,balanced_social,train,train_balanced_social_307_4,r2_train_balanced_social_seed_307_game_4,307,18,wolf
r2_train_balanced_social,5,balanced_social,train,train_balanced_social_307_5,r2_train_balanced_social_seed_307_game_5,307,28,wolf
r2_train_balanced_social,6,balanced_social,train,train_balanced_social_307_6,r2_train_balanced_social_seed_307_game_6,307,16,wolf
r2_train_balanced_social,7,balanced_social,train,train_balanced_social_307_7,r2_train_balanced_social_seed_307_game_7,307,17,wolf
r2_train_balanced_social,8,balanced_social,train,train_balanced_social_307_8,r2_train_balanced_social_seed_307_game_8,307,26,wolf
r2_train_balanced_social,9,balanced_social,train,train_balanced_social_307_9,r2_train_balanced_social_seed_307_game_9,307,24,wolf
r2_train_balanced_social,10,balanced_social,train,train_balanced_social_307_10,r2_train_balanced_social_seed_307_game_10,307,26,wolf
r2_train_balanced_social,11,balanced_social,train,train_balanced_social_307_11,r2_train_balanced_social_seed_307_game_11,307,17,wolf
r2_train_balanced_social,12,balanced_social,train,train_balanced_social_307_12,r2_train_balanced_social_seed_307_game_12,307,21,wolf
r2_train_balanced_social,13,balanced_social,train,train_balanced_social_307_13,r2_train_balanced_social_seed_307_game_13,307,24,wolf
r2_train_balanced_social,14,balanced_social,train,train_balanced_social_307_14,r2_train_balanced_social_seed_307_game_14,307,21,wolf
r2_train_balanced_social,15,balanced_social,train,train_balanced_social_307_15,r2_train_balanced_social_seed_307_game_15,307,16,wolf
r2_train_balanced_social,16,balanced_social,train,train_balanced_social_307_16,r2_train_balanced_social_seed_307_game_16,307,22,wolf
r2_train_balanced_social,17,balanced_social,train,train_balanced_social_307_17,r2_train_balanced_social_seed_307_game_17,307,23,wolf
r2_train_balanced_social,18,balanced_social,train,train_balanced_social_307_18,r2_train_balanced_social_seed_307_game_18,307,20,wolf
r2_train_balanced_social,19,balanced_social,train,train_balanced_social_307_19,r2_train_balanced_social_seed_307_game_19,307,23,village
r2_train_balanced_social,20,balanced_social,train,train_balanced_social_307_20,r2_train_balanced_social_seed_307_game_20,307,26,wolf
r2_train_deception_adaptive,1,deception_adaptive,train,train_deception_adaptive_307_1,r2_train_deception_adaptive_seed_307_game_1,307,26,village
r2_train_deception_adaptive,2,deception_adaptive,train,train_deception_adaptive_307_2,r2_train_deception_adaptive_seed_307_game_2,307,25,wolf
r2_train_deception_adaptive,3,deception_adaptive,train,train_deception_adaptive_307_3,r2_train_deception_adaptive_seed_307_game_3,307,23,village
r2_train_deception_adaptive,4,deception_adaptive,train,train_deception_adaptive_307_4,r2_train_deception_adaptive_seed_307_game_4,307,23,village
r2_train_deception_adaptive,5,deception_adaptive,train,train_deception_adaptive_307_5,r2_train_deception_adaptive_seed_307_game_5,307,20,wolf
r2_train_deception_adaptive,6,deception_adaptive,train,train_deception_adaptive_307_6,r2_train_deception_adaptive_seed_307_game_6,307,17,wolf
r2_train_deception_adaptive,7,deception_adaptive,train,train_deception_adaptive_307_7,r2_train_deception_adaptive_seed_307_game_7,307,10,wolf
r2_train_deception_adaptive,8,deception_adaptive,train,train_deception_adaptive_307_8,r2_train_deception_adaptive_seed_307_game_8,307,22,wolf
r2_train_deception_adaptive,9,deception_adaptive,train,train_deception_adaptive_307_9,r2_train_deception_adaptive_seed_307_game_9,307,22,village
r2_train_deception_adaptive,10,deception_adaptive,train,train_deception_adaptive_307_10,r2_train_deception_adaptive_seed_307_game_10,307,18,wolf
r2_train_deception_adaptive,11,deception_adaptive,train,train_deception_adaptive_307_11,r2_train_deception_adaptive_seed_307_game_11,307,15,wolf
r2_train_deception_adaptive,12,deception_adaptive,train,train_deception_adaptive_307_12,r2_train_deception_adaptive_seed_307_game_12,307,26,village
r2_train_deception_adaptive,13,deception_adaptive,train,train_deception_adaptive_307_13,r2_train_deception_adaptive_seed_307_game_13,307,18,wolf
r2_train_deception_adaptive,14,deception_adaptive,train,train_deception_adaptive_307_14,r2_train_deception_adaptive_seed_307_game_14,307,18,wolf
r2_train_deception_adaptive,15,deception_adaptive,train,train_deception_adaptive_307_15,r2_train_deception_adaptive_seed_307_game_15,307,22,wolf
r2_train_deception_adaptive,16,deception_adaptive,train,train_deception_adaptive_307_16,r2_train_deception_adaptive_seed_307_game_16,307,17,wolf
r2_train_deception_adaptive,17,deception_adaptive,train,train_deception_adaptive_307_17,r2_train_deception_adaptive_seed_307_game_17,307,18,village
